TableName,ColumnName,DataType,IsMetricOrDimension,ColumnDescription
capture_funnel,AppVSN,Nullable(String),Dimension,EMPTY
capture_funnel,InsertedAt,DateTime64(6),Dimension,EMPTY
capture_funnel,LastNonErrorPage,Nullable(String),Dimension,EMPTY
capture_funnel,Universe,Nullable(String),Dimension,EMPTY
capture_funnel,PackageID,Nullable(String),Dimension,EMPTY
capture_funnel,ClientVersion,Nullable(String),Dimension,EMPTY
capture_funnel,ClientEngineVersion,Nullable(String),Dimension,EMPTY
capture_funnel,ClientName,Nullable(String),Dimension,EMPTY
capture_funnel,ClientType,Nullable(String),Dimension,EMPTY
capture_funnel,DeviceModel,Nullable(String),Dimension,EMPTY
capture_funnel,DeviceType,Nullable(String),Dimension,EMPTY
capture_funnel,DeviceBrand,Nullable(String),Dimension,EMPTY
capture_funnel,OSName,Nullable(String),Dimension,EMPTY
capture_funnel,OSFamily,Nullable(String),Dimension,EMPTY
capture_funnel,BrowserFamily,Nullable(String),Dimension,EMPTY
capture_funnel,OSPlatform,Nullable(String),Dimension,EMPTY
capture_funnel,OSVersion,Nullable(String),Dimension,EMPTY
capture_funnel,ProfileTag,Nullable(String),Dimension,EMPTY
capture_funnel,QueueName,Nullable(String),Dimension,EMPTY
capture_funnel,QueueLabel,Nullable(String),Dimension,EMPTY
capture_funnel_timeline,EngagementTime,UInt64,Metric,EMPTY
capture_funnel_timeline,TimeFromJourneyStart,UInt64,Metric,EMPTY
capture_funnel_timeline,TimeFromPreviousPage,UInt64,Metric,EMPTY
capture_funnel_timeline,IsLastPage,Int8,Metric,EMPTY
capture_funnel_timeline,ProfileID,UUID,Dimension,EMPTY
capture_funnel_timeline,CaptureID,UUID,Dimension,EMPTY
capture_funnel_timeline,LoggerSessionID,UUID,Dimension,EMPTY
capture_funnel_timeline,CaptureSessionID,String,Dimension,EMPTY
capture_funnel_timeline,CaptureToken,String,Dimension,EMPTY
capture_funnel_timeline,OUID,String,Dimension,EMPTY
capture_funnel_timeline,Page,String,Dimension,EMPTY
capture_funnel_timeline,Timestamp,DateTime64(6),Dimension,EMPTY
capture_funnel_timeline,FTimestamp,DateTime64(6),Dimension,EMPTY
capture_funnel_timeline,InsertedAt,DateTime64(6),Dimension,EMPTY
capture_funnel_timeline,AppVSN,Nullable(String),Dimension,EMPTY
capture_funnel_timeline,Universe,Nullable(String),Dimension,EMPTY
capture_funnel_timeline,PackageID,Nullable(String),Dimension,EMPTY
capture_funnel_timeline,PageType,Nullable(String),Dimension,EMPTY
capture_funnel_timeline,ProfileTag,Nullable(String),Dimension,EMPTY
capture_funnel_timeline,QueueName,Nullable(String),Dimension,EMPTY
capture_funnel_timeline,QueueLabel,Nullable(String),Dimension,EMPTY
capture_media_stream_ended_events,IsCallOngoing,Nullable(UInt8),Metric,EMPTY
capture_media_stream_ended_events,OUID,String,Dimension,EMPTY
capture_media_stream_ended_events,AVTaskID,UUID,Dimension,EMPTY
capture_media_stream_ended_events,ProfileID,UUID,Dimension,EMPTY
capture_media_stream_ended_events,CaptureID,UUID,Dimension,EMPTY
capture_media_stream_ended_events,CaptureSessionID,UUID,Dimension,EMPTY
capture_media_stream_ended_events,StreamID,Nullable(UUID),Dimension,EMPTY
capture_media_stream_ended_events,Timestamp,DateTime64(3),Dimension,EMPTY
capture_media_stream_ended_events,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_media_stream_ended_events,AppVSN,Nullable(String),Dimension,EMPTY
capture_media_stream_ended_events,EID,String,Dimension,EMPTY
capture_media_stream_ended_events,Track,String,Dimension,EMPTY
capture_media_stream_ended_events,DeviceLabel,String,Dimension,EMPTY
capture_media_stream_ended_events,TrackLabel,String,Dimension,EMPTY
capture_media_stream_ended_events,Universe,String,Dimension,EMPTY
capture_media_stream_ended_events,FTimestamp,Nullable(DateTime64(3)),Dimension,EMPTY
capture_navigations,OUID,String,Dimension,EMPTY
capture_navigations,ProfileID,UUID,Dimension,EMPTY
capture_navigations,CaptureSessionID,UUID,Dimension,EMPTY
capture_navigations,LoggerSessionID,UUID,Dimension,EMPTY
capture_navigations,CaptureID,UUID,Dimension,EMPTY
capture_navigations,EID,UUID,Dimension,EMPTY
capture_navigations,Timestamp,DateTime64(3),Dimension,EMPTY
capture_navigations,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_navigations,FTimestamp,DateTime64(3),Dimension,EMPTY
capture_navigations,AppVSN,String,Dimension,EMPTY
capture_navigations,Universe,String,Dimension,EMPTY
capture_navigations,CaptureToken,String,Dimension,EMPTY
capture_navigations,PageName,String,Dimension,EMPTY
capture_navigations,PageType,String,Dimension,EMPTY
capture_navigations,ProfileTag,Nullable(String),Dimension,EMPTY
capture_navigations,QueueName,Nullable(String),Dimension,EMPTY
capture_navigations,QueueLabel,Nullable(String),Dimension,EMPTY
capture_navigations,Reasons,Nullable(String),Dimension,EMPTY
capture_navigations,PackageID,Nullable(UUID),Dimension,EMPTY
capture_od_incall_reconnect_events,OUID,String,Dimension,EMPTY
capture_od_incall_reconnect_events,Timestamp,DateTime64(3),Dimension,EMPTY
capture_od_incall_reconnect_events,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_od_incall_reconnect_events,Universe,String,Dimension,EMPTY
capture_od_incall_reconnect_events,AppVSN,String,Dimension,EMPTY
capture_od_incall_reconnect_events,EID,UUID,Dimension,EMPTY
capture_od_incall_reconnect_events,ProfileID,UUID,Dimension,EMPTY
capture_od_incall_reconnect_events,MSRoomID,String,Dimension,EMPTY
capture_od_incall_reconnect_events,TaskID,UUID,Dimension,EMPTY
capture_od_incall_reconnect_events,RoomID,UUID,Dimension,EMPTY
capture_od_incall_reconnect_events,ReconnectType,String,Dimension,EMPTY
capture_od_incall_reconnect_events,ReconnectReason,Nullable(String),Dimension,EMPTY
capture_od_incall_reconnect_events,VisibilityStatus,String,Dimension,EMPTY
capture_od_incall_reconnect_events,MSRoomReferenceID,UUID,Dimension,EMPTY
capture_od_incall_reconnect_events,Source,String,Dimension,EMPTY
capture_user_events,BatteryLevel,Nullable(Float32),Metric,EMPTY
capture_user_events,BatteryCharging,Nullable(UInt8),Metric,EMPTY
capture_user_events,Timestamp,DateTime64(3),Dimension,EMPTY
capture_user_events,OUID,String,Dimension,EMPTY
capture_user_events,ProfileID,UUID,Dimension,EMPTY
capture_user_events,TaskID,UUID,Dimension,EMPTY
capture_user_events,CaptureID,UUID,Dimension,EMPTY
capture_user_events,CaptureSessionID,String,Dimension,EMPTY
capture_user_events,EventType,String,Dimension,EMPTY
capture_user_events,PageVisibility,String,Dimension,EMPTY
capture_user_events,Universe,String,Dimension,EMPTY
capture_user_events,FTimestamp,DateTime64(3),Dimension,EMPTY
capture_user_events,InsertedAt,DateTime64(3),Dimension,EMPTY
capture_user_events,AppVSN,String,Dimension,EMPTY
capture_user_events,EID,UUID,Dimension,EMPTY
capture_user_events,PackageID,Nullable(UUID),Dimension,EMPTY
kyc_pii_purged_objects,OUID,String,Dimension,EMPTY
kyc_pii_purged_objects,Service,String,Dimension,EMPTY
kyc_pii_purged_objects,ReferenceId,String,Dimension,EMPTY
kyc_pii_purged_objects,ResourceId,String,Dimension,EMPTY
kyc_pii_purged_objects,PurgedAt,DateTime64(3),Dimension,EMPTY
kyc_pii_purged_objects,PurgeType,String,Dimension,EMPTY
kyc_pii_purged_objects,Context,Nullable(String),Dimension,EMPTY
kyc_pii_purged_objects,ObjectName,Nullable(String),Dimension,EMPTY
kyc_pii_purged_objects,BucketName,Nullable(String),Dimension,EMPTY
kyc_pii_purged_objects,EID,UUID,Dimension,EMPTY
kyc_pii_purged_objects,AppVSN,String,Dimension,EMPTY
kyc_pii_purged_objects,Timestamp,DateTime64(3),Dimension,EMPTY
kyc_pii_purged_objects,InsertedAt,DateTime64(3),Dimension,EMPTY
kyc_pii_purged_objects,Universe,String,Dimension,EMPTY
msc_audio_stats,AudioLevel,Float64,Metric,EMPTY
msc_audio_stats,OUID,String,Dimension,EMPTY
msc_audio_stats,Timestamp,DateTime64(3),Dimension,EMPTY
msc_audio_stats,CurrentTimestamp,DateTime64(3),Dimension,EMPTY
msc_audio_stats,RoomID,UUID,Dimension,EMPTY
msc_audio_stats,ParticipantID,UUID,Dimension,EMPTY
msc_audio_stats,MSRoomID,String,Dimension,EMPTY
msc_audio_stats,MSRoomReferenceID,UUID,Dimension,EMPTY
msc_audio_stats,StreamID,String,Dimension,EMPTY
msc_audio_stats,Type,String,Dimension,EMPTY
msc_audio_stats,EID,UUID,Dimension,EMPTY
msc_audio_stats,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_audio_stats,AppVSN,String,Dimension,EMPTY
msc_audio_stats,Universe,String,Dimension,EMPTY
msc_call_events,OUID,String,Dimension,EMPTY
msc_call_events,Timestamp,DateTime64(3),Dimension,EMPTY
msc_call_events,RoomID,UUID,Dimension,EMPTY
msc_call_events,ParticipantID,UUID,Dimension,EMPTY
msc_call_events,MSRoomID,String,Dimension,EMPTY
msc_call_events,EventName,String,Dimension,EMPTY
msc_call_events,Details,String,Dimension,EMPTY
msc_call_events,EID,UUID,Dimension,EMPTY
msc_call_events,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_call_events,AppVSN,String,Dimension,EMPTY
msc_call_events,Universe,String,Dimension,EMPTY
msc_call_events,PreviousMSRoomID,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,SuccessBandwidthCheckCount,Int32,Metric,EMPTY
msc_health_check_aggregated_stats,SuccessBandwidthCheckAvgTAT,Float64,Metric,EMPTY
msc_health_check_aggregated_stats,FailedBandwidthCheckCount,Int32,Metric,EMPTY
msc_health_check_aggregated_stats,FailedBandwidthCheckAvgTAT,Float64,Metric,EMPTY
msc_health_check_aggregated_stats,Attempt1BandwidthCheckTAT,Float64,Metric,EMPTY
msc_health_check_aggregated_stats,Attempt2BandwidthCheckTAT,Float64,Metric,EMPTY
msc_health_check_aggregated_stats,Attempt3BandwidthCheckTAT,Float64,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckP50AudioLevel,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckP90AudioLevel,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckP50AudioLevel,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckP90AudioLevel,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckRTTP50,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckRTTP90,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckAudioBandwidthP50,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckAudioBandwidthP90,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckVideoBandwidthP50,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPublishCheckVideoBandwidthP90,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckRTTP50,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckRTTP90,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckAudioBandwidthP50,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckAudioBandwidthP90,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckVideoBandwidthP50,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,CustomerPlayCheckVideoBandwidthP90,Float32,Metric,EMPTY
msc_health_check_aggregated_stats,MSCWebRTCStatsCount,Int32,Metric,EMPTY
msc_health_check_aggregated_stats,NullRTTStatsCount,Int32,Metric,EMPTY
msc_health_check_aggregated_stats,OUID,String,Dimension,EMPTY
msc_health_check_aggregated_stats,TaskID,UUID,Dimension,EMPTY
msc_health_check_aggregated_stats,ProfileID,UUID,Dimension,EMPTY
msc_health_check_aggregated_stats,ParticipantID,UUID,Dimension,EMPTY
msc_health_check_aggregated_stats,RoomID,UUID,Dimension,EMPTY
msc_health_check_aggregated_stats,Timestamp,DateTime64(3),Dimension,EMPTY
msc_health_check_aggregated_stats,CaptureSessionID,String,Dimension,EMPTY
msc_health_check_aggregated_stats,Universe,String,Dimension,EMPTY
msc_health_check_aggregated_stats,NetworkCheckID,UUID,Dimension,EMPTY
msc_health_check_aggregated_stats,HealthCheckResult,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_health_check_aggregated_stats,ClientVersion,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,ClientEngineVersion,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,ClientName,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,ClientType,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,DeviceModel,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,DeviceType,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,DeviceBrand,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,OSName,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,OSFamily,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,BrowserFamily,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,OSPlatform,Nullable(String),Dimension,EMPTY
msc_health_check_aggregated_stats,OSVersion,Nullable(String),Dimension,EMPTY
msc_health_check_decision,PublishRTTMean,Float32,Metric,EMPTY
msc_health_check_decision,PublishRTTP90,Float32,Metric,EMPTY
msc_health_check_decision,PublishRTTP50,Float32,Metric,EMPTY
msc_health_check_decision,OUID,String,Dimension,EMPTY
msc_health_check_decision,TaskID,UUID,Dimension,EMPTY
msc_health_check_decision,CaptureSessionID,String,Dimension,EMPTY
msc_health_check_decision,ParticipantID,UUID,Dimension,EMPTY
msc_health_check_decision,RoomID,UUID,Dimension,EMPTY
msc_health_check_decision,BandwidthCheckSuccessCount,Int32,Dimension,EMPTY
msc_health_check_decision,BandwidthCheckAvgTAT,Float32,Dimension,EMPTY
msc_health_check_decision,HealthCheckResult,String,Dimension,EMPTY
msc_health_check_decision,Universe,Nullable(String),Dimension,EMPTY
msc_health_check_decision,EID,UUID,Dimension,EMPTY
msc_health_check_decision,AppVSN,String,Dimension,EMPTY
msc_health_check_decision,Timestamp,DateTime64(3),Dimension,EMPTY
msc_health_check_decision,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_health_check_decision,NetworkCheckID,String,Dimension,EMPTY
msc_health_check_mappings,IsPlayNeeded,Nullable(UInt8),Metric,EMPTY
msc_health_check_mappings,OUID,String,Dimension,EMPTY
msc_health_check_mappings,NetworkCheckID,UUID,Dimension,EMPTY
msc_health_check_mappings,ExternalSessionID,String,Dimension,EMPTY
msc_health_check_mappings,TaskID,UUID,Dimension,EMPTY
msc_health_check_mappings,TaskType,String,Dimension,EMPTY
msc_health_check_mappings,RoomID,UUID,Dimension,EMPTY
msc_health_check_mappings,ParticipantID,UUID,Dimension,EMPTY
msc_health_check_mappings,InstanceGroup,String,Dimension,EMPTY
msc_health_check_mappings,EID,UUID,Dimension,EMPTY
msc_health_check_mappings,AppVSN,String,Dimension,EMPTY
msc_health_check_mappings,Universe,String,Dimension,EMPTY
msc_health_check_mappings,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_health_check_mappings,Timestamp,DateTime64(3),Dimension,EMPTY
msc_health_check_mappings,MSCPublisherParticipantID,Nullable(UUID),Dimension,EMPTY
msc_ms_rooms,OUID,String,Dimension,EMPTY
msc_ms_rooms,Timestamp,DateTime64(3),Dimension,EMPTY
msc_ms_rooms,RoomID,UUID,Dimension,EMPTY
msc_ms_rooms,MSRoomReferenceID,UUID,Dimension,EMPTY
msc_ms_rooms,MediaServerName,String,Dimension,EMPTY
msc_ms_rooms,MSRoomID,String,Dimension,EMPTY
msc_ms_rooms,ProviderName,String,Dimension,EMPTY
msc_ms_rooms,InstanceGroupName,String,Dimension,EMPTY
msc_ms_rooms,ClientVersion,String,Dimension,EMPTY
msc_ms_rooms,LBAlgo,String,Dimension,EMPTY
msc_ms_rooms,TurnServerName,String,Dimension,EMPTY
msc_ms_rooms,EID,UUID,Dimension,EMPTY
msc_ms_rooms,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_ms_rooms,AppVSN,String,Dimension,EMPTY
msc_ms_rooms,Universe,String,Dimension,EMPTY
msc_participants,OUID,String,Dimension,EMPTY
msc_participants,Timestamp,DateTime64(3),Dimension,EMPTY
msc_participants,RoomID,UUID,Dimension,EMPTY
msc_participants,ParticipantID,UUID,Dimension,EMPTY
msc_participants,EID,UUID,Dimension,EMPTY
msc_participants,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_participants,AppVSN,String,Dimension,EMPTY
msc_participants,Universe,String,Dimension,EMPTY
msc_room_state_change,StateChangeTAT,Int64,Metric,EMPTY
msc_room_state_change,OUID,String,Dimension,EMPTY
msc_room_state_change,Timestamp,DateTime64(3),Dimension,EMPTY
msc_room_state_change,RoomID,UUID,Dimension,EMPTY
msc_room_state_change,State,String,Dimension,EMPTY
msc_room_state_change,PreviousState,String,Dimension,EMPTY
msc_room_state_change,EID,UUID,Dimension,EMPTY
msc_room_state_change,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_room_state_change,AppVSN,String,Dimension,EMPTY
msc_room_state_change,Universe,String,Dimension,EMPTY
msc_rooms,ComposeOnDemand,Int8,Metric,EMPTY
msc_rooms,WebhookAfterComposition,Int8,Metric,EMPTY
msc_rooms,StartAfterAllJoin,Int8,Metric,EMPTY
msc_rooms,OUID,String,Dimension,EMPTY
msc_rooms,Timestamp,DateTime64(3),Dimension,EMPTY
msc_rooms,RoomID,UUID,Dimension,EMPTY
msc_rooms,ExtReferenceID,UUID,Dimension,EMPTY
msc_rooms,InstanceGroup,String,Dimension,EMPTY
msc_rooms,TerminateParticipantsOn,String,Dimension,EMPTY
msc_rooms,EID,UUID,Dimension,EMPTY
msc_rooms,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_rooms,AppVSN,String,Dimension,EMPTY
msc_rooms,Universe,String,Dimension,EMPTY
msc_stream_state_change,StateChangeTAT,Int64,Metric,EMPTY
msc_stream_state_change,OUID,String,Dimension,EMPTY
msc_stream_state_change,Timestamp,DateTime64(3),Dimension,EMPTY
msc_stream_state_change,RoomID,UUID,Dimension,EMPTY
msc_stream_state_change,StreamID,String,Dimension,EMPTY
msc_stream_state_change,ParticipantID,UUID,Dimension,EMPTY
msc_stream_state_change,State,String,Dimension,EMPTY
msc_stream_state_change,PreviousState,String,Dimension,EMPTY
msc_stream_state_change,EID,UUID,Dimension,EMPTY
msc_stream_state_change,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_stream_state_change,AppVSN,String,Dimension,EMPTY
msc_stream_state_change,Universe,String,Dimension,EMPTY
msc_streams,OUID,String,Dimension,EMPTY
msc_streams,Timestamp,DateTime64(3),Dimension,EMPTY
msc_streams,RoomID,UUID,Dimension,EMPTY
msc_streams,ParticipantID,UUID,Dimension,EMPTY
msc_streams,StreamID,String,Dimension,EMPTY
msc_streams,MediaServerName,String,Dimension,EMPTY
msc_streams,MSRoomID,String,Dimension,EMPTY
msc_streams,ProviderName,String,Dimension,EMPTY
msc_streams,InstanceGroupName,String,Dimension,EMPTY
msc_streams,ClientVersion,String,Dimension,EMPTY
msc_streams,LBAlgo,String,Dimension,EMPTY
msc_streams,TurnServerName,String,Dimension,EMPTY
msc_streams,EID,UUID,Dimension,EMPTY
msc_streams,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_streams,AppVSN,String,Dimension,EMPTY
msc_streams,Universe,String,Dimension,EMPTY
msc_video_composition_executed,TAT,Nullable(Float64),Metric,EMPTY
msc_video_composition_executed,OUID,String,Dimension,EMPTY
msc_video_composition_executed,RoomID,String,Dimension,EMPTY
msc_video_composition_executed,AppVSN,String,Dimension,EMPTY
msc_video_composition_executed,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_video_composition_executed,Timestamp,DateTime64(3),Dimension,EMPTY
msc_video_composition_executed,OutputFormat,Nullable(String),Dimension,EMPTY
msc_video_composition_executed,Universe,Nullable(String),Dimension,EMPTY
msc_video_composition_executed,Status,String,Dimension,EMPTY
msc_video_composition_executed,FailureReason,Nullable(String),Dimension,EMPTY
msc_video_composition_executed,FailureDetails,Nullable(String),Dimension,EMPTY
msc_webrtc_stats,IsChrome,Int8,Metric,EMPTY
msc_webrtc_stats,RTT,Float64,Metric,EMPTY
msc_webrtc_stats,Resolutions_Height,Int64,Metric,EMPTY
msc_webrtc_stats,CpuLimitedResolution,Int8,Metric,EMPTY
msc_webrtc_stats,Audio_AudioLevel,Float64,Metric,EMPTY
msc_webrtc_stats,Audio_TotalAudioEnergy,Float64,Metric,EMPTY
msc_webrtc_stats,Audio_Bytes,Float64,Metric,EMPTY
msc_webrtc_stats,Audio_PacketsLost,Int64,Metric,EMPTY
msc_webrtc_stats,Audio_Latency,Int64,Metric,EMPTY
msc_webrtc_stats,Audio_Jitter,Float64,Metric,EMPTY
msc_webrtc_stats,Audio_JitterBufferDelay,Float64,Metric,EMPTY
msc_webrtc_stats,Track_Audio_Enabled,Int8,Metric,EMPTY
msc_webrtc_stats,Track_Audio_Muted,Int8,Metric,EMPTY
msc_webrtc_stats,Track_Audio_Isolated,Int8,Metric,EMPTY
msc_webrtc_stats,OUID,String,Dimension,EMPTY
msc_webrtc_stats,Timestamp,DateTime64(3),Dimension,EMPTY
msc_webrtc_stats,CurrentTimestamp,DateTime64(3),Dimension,EMPTY
msc_webrtc_stats,RoomID,UUID,Dimension,EMPTY
msc_webrtc_stats,ParticipantID,UUID,Dimension,EMPTY
msc_webrtc_stats,MSRoomID,String,Dimension,EMPTY
msc_webrtc_stats,MSRoomReferenceID,UUID,Dimension,EMPTY
msc_webrtc_stats,StreamID,String,Dimension,EMPTY
msc_webrtc_stats,Type,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Local_CandidateType,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Local_Transport,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Local_IpAddress,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Local_PortNumber,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Local_NetworkType,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Remote_CandidateType,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Remote_Transport,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Remote_IpAddress,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Remote_PortNumber,String,Dimension,EMPTY
msc_webrtc_stats,Conn_Remote_NetworkType,String,Dimension,EMPTY
msc_webrtc_stats,AverageBandwidth,Float64,Dimension,EMPTY
msc_webrtc_stats,Bandwidth,Float64,Dimension,EMPTY
msc_webrtc_stats,AvailableBandwidth,Float64,Dimension,EMPTY
msc_webrtc_stats,Resolutions_Width,Int64,Dimension,EMPTY
msc_webrtc_stats,BandwidthLimitedResolution,Int8,Dimension,EMPTY
msc_webrtc_stats,Video_Codec,String,Dimension,EMPTY
msc_webrtc_stats,Video_Bytes,Float64,Dimension,EMPTY
msc_webrtc_stats,Video_Bandwidth,Float64,Dimension,EMPTY
msc_webrtc_stats,Video_AverageBandwidth,Float64,Dimension,EMPTY
msc_webrtc_stats,Video_Latency,Int64,Dimension,EMPTY
msc_webrtc_stats,Video_PacketsLost,Int64,Dimension,EMPTY
msc_webrtc_stats,Video_CodecImplementationName,String,Dimension,EMPTY
msc_webrtc_stats,Video_Jitter,Float64,Dimension,EMPTY
msc_webrtc_stats,Video_JitterBufferDelay,Int64,Dimension,EMPTY
msc_webrtc_stats,Audio_Codec,String,Dimension,EMPTY
msc_webrtc_stats,Audio_Bandwidth,Float64,Dimension,EMPTY
msc_webrtc_stats,Audio_AverageBandwidth,Float64,Dimension,EMPTY
msc_webrtc_stats,Track_Audio_Label,String,Dimension,EMPTY
msc_webrtc_stats,Track_Audio_ReadyState,String,Dimension,EMPTY
msc_webrtc_stats,Track_Video_Enabled,Int8,Dimension,EMPTY
msc_webrtc_stats,Track_Video_Muted,Int8,Dimension,EMPTY
msc_webrtc_stats,Track_Video_Isolated,Int8,Dimension,EMPTY
msc_webrtc_stats,Track_Video_Label,String,Dimension,EMPTY
msc_webrtc_stats,Track_Video_ReadyState,String,Dimension,EMPTY
msc_webrtc_stats,EID,UUID,Dimension,EMPTY
msc_webrtc_stats,InsertedAt,DateTime64(3),Dimension,EMPTY
msc_webrtc_stats,AppVSN,String,Dimension,EMPTY
msc_webrtc_stats,Universe,String,Dimension,EMPTY
pg_client_costs_master,Cost,Float32,Metric,EMPTY
pg_client_costs_master,OUID,String,Dimension,EMPTY
pg_client_costs_master,TaskType,String,Dimension,EMPTY
pg_client_costs_master,Timestamp,DateTime64(3),Dimension,EMPTY
pg_client_costs_master,EID,UUID,Dimension,EMPTY
pg_client_costs_master,UpdatedBy,Nullable(String),Dimension,EMPTY
pg_inbound_adaptors_activities,TAT,Nullable(Int32),Metric,EMPTY
pg_inbound_adaptors_activities,Attempt,Nullable(Int32),Metric,EMPTY
pg_inbound_adaptors_activities,Adaptor,String,Dimension,EMPTY
pg_inbound_adaptors_activities,ExtReferenceID,String,Dimension,EMPTY
pg_inbound_adaptors_activities,Activity,String,Dimension,EMPTY
pg_inbound_adaptors_activities,ActivityState,Nullable(String),Dimension,EMPTY
pg_inbound_adaptors_activities,ActivityResult,Nullable(String),Dimension,EMPTY
pg_inbound_adaptors_activities,Details,Nullable(String),Dimension,EMPTY
pg_inbound_adaptors_activities,Timestamp,DateTime64(3),Dimension,EMPTY
pg_inbound_adaptors_activities,InsertedAt,DateTime64(3),Dimension,EMPTY
pg_inbound_adaptors_activities,Universe,Nullable(String),Dimension,EMPTY
pg_outbound_adaptors_activities_v2,TAT,Nullable(Int32),Metric,EMPTY
pg_outbound_adaptors_activities_v2,Attempt,Nullable(Int32),Metric,EMPTY
pg_outbound_adaptors_activities_v2,OUID,String,Dimension,EMPTY
pg_outbound_adaptors_activities_v2,ProfileID,UUID,Dimension,EMPTY
pg_outbound_adaptors_activities_v2,Activity,String,Dimension,EMPTY
pg_outbound_adaptors_activities_v2,ActivityState,Nullable(String),Dimension,EMPTY
pg_outbound_adaptors_activities_v2,ActivityResult,Nullable(String),Dimension,EMPTY
pg_outbound_adaptors_activities_v2,Details,Nullable(String),Dimension,EMPTY
pg_outbound_adaptors_activities_v2,Timestamp,DateTime64(3),Dimension,EMPTY
pg_outbound_adaptors_activities_v2,EID,String,Dimension,EMPTY
pg_outbound_adaptors_activities_v2,AppVSN,String,Dimension,EMPTY
pg_outbound_adaptors_activities_v2,InsertedAt,DateTime64(3),Dimension,EMPTY
pg_pii_purged_objects,OUID,String,Dimension,EMPTY
pg_pii_purged_objects,Service,String,Dimension,EMPTY
pg_pii_purged_objects,ReferenceId,String,Dimension,EMPTY
pg_pii_purged_objects,ResourceId,String,Dimension,EMPTY
pg_pii_purged_objects,PurgedAt,DateTime64(3),Dimension,EMPTY
pg_pii_purged_objects,PurgeType,String,Dimension,EMPTY
pg_pii_purged_objects,Context,Nullable(String),Dimension,EMPTY
pg_pii_purged_objects,ObjectName,Nullable(String),Dimension,EMPTY
pg_pii_purged_objects,BucketName,Nullable(String),Dimension,EMPTY
pg_pii_purged_objects,EID,UUID,Dimension,EMPTY
pg_pii_purged_objects,AppVSN,String,Dimension,EMPTY
pg_pii_purged_objects,Timestamp,DateTime64(3),Dimension,EMPTY
pg_pii_purged_objects,InsertedAt,DateTime64(3),Dimension,EMPTY
pg_pii_purged_objects,Universe,String,Dimension,EMPTY
pg_profile_state_transitions,OUID,String,Dimension,EMPTY
